0.022212747	-0.0045693405	-0.0002523288	-0.014152013	-0.047384966	0.039530937	-0.045702934	0.020656075	-0.022030747	-0.010176133	0.031232622	-0.0047122836	-0.023452295	-0.002027057	-0.024228275	-0.025993371	0.035223972	-0.011961363	0.017410431	0.02361459	0.025264923	0.0037368424	-0.019532014	0.04051454	0.032274317	-0.0010486357	-0.011299301	-4.2401254e-05	0.034271386	0.046576943	0.04127899	-0.015514351	0.0013193116	-0.02707888	0.029235851
-0.001790547	-0.18435554	-0.27699745	-0.48573115	0.32700363	0.29547435	0.07856236	0.072813176	0.33454332	0.3981101	0.300107	0.38778448	-0.36329034	0.80304325	-0.22517896	0.3322554	0.19359264	0.09884542	-0.13865833	0.42286482	0.31028453	-0.21310493	0.23707095	0.33171195	-0.45747253	0.13604113	-0.07218367	0.20803148	0.16451754	-0.20543325	0.55399597	-0.21096478	0.048324794	0.3002195	0.13446032
0.02378075	-0.002525906	0.065038286	-0.024334231	-0.056053087	-0.2286598	0.20966382	-0.21034054	0.100903414	-0.14202014	-0.13931608	0.0067086997	0.107314385	-0.061138242	0.15224917	0.39137992	-0.10919781	0.09001369	0.11892633	-0.036593966	0.063244075	-0.08454694	0.14209017	-0.13770671	0.016204864	-0.15613842	-0.1642938	0.32368702	-0.27154812	0.1955254	0.08420715	-0.21676815	-0.1321185	-0.27920023	0.11857678
0.30593216	0.0050304746	-0.25269207	-0.21636231	0.1418164	0.13397603	-0.061697066	-5.8517353e-06	-0.17198296	0.19543107	0.22202258	0.14218988	-0.18855335	0.21772043	-0.17824274	0.028848788	0.25828257	-0.06562611	0.068098344	0.21955544	-0.22335462	0.1864344	-0.0791636	0.1228196	-0.18762468	-0.0261846	0.20897807	-0.2495274	0.11285468	-0.18798466	-0.01881089	0.2730757	-0.0978678	0.047924984	0.032186385
0.16238895	-0.35794488	-0.56075186	-0.097241476	0.5549073	0.37202686	-0.50381243	0.49735975	-0.32896605	0.039413072	0.24397032	0.32898453	-0.4501447	0.041567147	-0.18149616	0.1295557	0.7791053	-0.3050043	0.03209357	0.39465588	-0.32077533	0.044305414	-0.19299531	0.44775656	-0.37132773	0.11750851	0.25321794	-0.7000438	0.38754913	-0.61365044	0.28885108	0.52416885	-0.016136887	0.6279946	-0.11020383
-0.3090051	0.21439922	0.4491352	0.27915692	-0.4652438	-0.29982543	0.5053708	-0.51436895	0.042085964	-0.32530668	-0.5151237	-0.44047132	0.3360549	-0.1645497	0.3926455	0.2629863	-0.4733864	0.375817	0.31793383	-0.54662776	0.15868787	-0.20756932	0.38752133	-0.39950225	0.3572511	-0.49064353	-0.32879958	-0.0305575	-0.45742005	0.50111026	0.024394903	-0.2053657	-0.2978428	-0.49460632	0.44824296
0.41067898	-0.62523264	-0.20956497	-0.49272412	0.89365786	0.5522994	-0.3964673	0.7268153	0.6672406	-0.15778783	0.8727005	0.71061134	-0.6803695	0.07465596	-0.72454166	0.05838021	0.1119195	-0.5635328	-0.37568516	0.6953547	-0.14481565	-0.12354153	0.06525147	0.7867186	-0.5152189	0.36048	-0.29483145	0.30018067	0.20532005	-0.5661129	0.46019912	-0.75604486	0.15289706	0.5490721	-0.39455655
0.88875395	-0.36754763	-0.44155702	-0.18959336	0.51904434	0.04438862	-0.010399041	0.59883267	0.1519224	0.22467445	0.4652619	0.6775235	-0.46582007	0.33067715	-0.11411456	0.446652	-0.085557826	-0.20814125	-0.11907593	0.6613528	0.14181513	-0.3820196	0.19706659	0.6326897	-0.49041885	0.061060257	-0.48099786	0.09821099	-0.17268984	0.06517841	0.48633572	-0.015539787	-0.5154893	0.34860566	0.25686786
-0.54000497	-0.06274595	0.11412795	0.1919147	-0.32681286	-0.29400718	0.4715691	-0.28583464	0.45041162	0.0783826	-0.19457099	-0.27816695	-0.065240175	0.092303075	0.62019825	0.13507222	0.004008347	0.66551805	-0.36055368	-0.11471093	0.3428608	-0.42048746	0.42055923	-0.08246478	0.030430507	0.01627766	-0.5347305	0.40729526	0.1858809	0.29157865	0.5775892	-0.2803955	-0.29420128	-0.11337059	0.55689275
-0.18407503	0.06527211	0.35728872	0.15027702	-0.24848676	-0.058068287	0.21617784	-0.25054166	-0.02432054	-0.13071339	-0.16345109	-0.19893509	0.1795605	-0.17455871	0.12620531	-0.13875161	-0.08715166	0.23488298	-0.06686803	-0.07995463	0.008531994	-0.07129189	-0.12939067	-0.23131774	0.25590873	-0.18626313	0.057816517	-0.21147393	0.38173583	0.21736978	0.011532343	-0.22657877	0.019754358	-0.20579231	0.029501617
